onetsoc_code,alternate_title,short_title,sources
19-4099.03,Remote Sensing Technician,,"08,10"
19-4099.03,Remote Sensing Technologist,,08
19-4099.03,Remotely Piloted Aircraft Systems Controller (RPAS Controller),RPAS Controller,01
19-4099.03,Remotely Piloted Aircraft Systems Operator (RPAS Operator),RPAS Operator,01
19-4099.03,Remotely Piloted Aircraft Systems Pilot (RPAS Pilot),RPAS Pilot,01
19-4099.03,Remotely Piloted Aircraft Technician (RPA Technician),RPA Technician,01
19-4099.03,Research Associate,,02
19-4099.03,Small Unmanned Aircraft Systems Technician (sUAS Technician),sUAS Technician,01
19-4099.03,Unmanned Aerial Systems Operator (UAS Operator),UAS Operator,01
19-4099.03,Unmanned Aerial Systems Pilot (UAS Pilot),UAS Pilot,01
19-4099.03,Unmanned Aerial Systems Technician (UAS Technician),UAS Technician,01
19-4099.03,Unmanned Aerial Vehicles Operator (UAV Operator),UAV Operator,01
19-4099.03,Unmanned Aerial Vehicles Pilot (UAV Pilot),UAV Pilot,01
19-4099.03,Unmanned Aerial Vehicles Technician (UAV Technician),UAV Technician,01
19-4099.03,Unmanned Aircraft Operator (UA Operator),UA Operator,01
19-4099.03,Unmanned Aircraft Pilot (UA Pilot),UA Pilot,01
19-4099.03,Unmanned Aircraft Systems Operator (UAS Operator),UAS Operator,01
19-4099.03,Unmanned Aircraft Systems Pilot (UAS Pilot),UAS Pilot,01
19-4099.03,Unmanned Aircraft Systems Technician (UAS Technician),UAS Technician,01
19-4099.03,Unmanned Aircraft Technician (UA Technician),UA Technician,01
19-4099.03,Unmanned Systems Technician,,01
19-4099.03,Verification Technician,,10
19-5011.00,Analysis Safety Inspector,,"04,06"
19-5011.00,Cause Analyst,,08
19-5011.00,Certified Indoor Environmentalist,,04
19-5011.00,Certified Industrial Hygienist (CIH),CIH,"02,04"
19-5011.00,Chemical Hygiene Officer,,02
19-5011.00,Consumer Safety Inspector,,10
19-5011.00,Dining Service Inspector,,08
19-5011.00,EHS Officer (Environmental Health and Safety Officer),EHS Officer,02
19-5011.00,EHS Specialist (Environmental Health and Safety Specialist),EHS Specialist,10
19-5011.00,Environmental Health Inspector,,09
19-5011.00,Environmental Health Sanitarian,,"04,06"
19-5011.00,Environmental Health Technologist,,"04,06"
19-5011.00,Environmental Protection Inspector,,"04,06"
19-5011.00,Environmental Protection Officer,,"04,06"
19-5011.00,Field Health Officer,,"04,06,08"
19-5011.00,Food and Drug Inspector,,08
19-5011.00,Food Inspector,,09
19-5011.00,Hazardous Waste Management Specialist,,"04,06"
19-5011.00,Health and Safety Analyst,,02
19-5011.00,Health and Safety Inspector,,04
19-5011.00,Health Care Facilities Inspector,,08
19-5011.00,Health Inspector,,"04,06"
19-5011.00,Health Sanitarian,,"04,06"
19-5011.00,Health Specialist,,10
19-5011.00,Industrial Hygiene Consultant,,02
19-5011.00,Industrial Hygienist,,"02,04,06,08,10"
19-5011.00,Industrial Hygienist Consultant,,02
19-5011.00,Industrial Safety and Health Specialist,,"04,06"
19-5011.00,Industrial Waste Inspector,,"04,06"
19-5011.00,Mine Safety and Health Inspector,,"03,08"
19-5011.00,Mortician Investigator,,08
19-5011.00,Occupational Safety and Health Inspector,,"04,06"
19-5011.00,OHS Consultant (Occupational Health and Safety Consultant),OHS Consultant,02
19-5011.00,OHS Specialist (Occupational Health and Safety Specialist),OHS Specialist,"04,10"
19-5011.00,OSHA Inspector (Occupational Safety and Health Administration Inspector),OSHA Inspector,09
19-5011.00,Public Health Inspector,,09
19-5011.00,Public Health Service Officer,,"04,06,08"
19-5011.00,Quarantine Inspector,,"04,06"
19-5011.00,Rabies Inspector,,"04,06"
19-5011.00,Radiation Protection Specialist,,"04,06"
19-5011.00,Radiological Health Specialist,,"04,06"
19-5011.00,Research Safety Inspector,,"04,06"
19-5011.00,Restaurant Inspector,,09
19-5011.00,Risk Analyst,,08
19-5011.00,Risk Control Consultant,,02
19-5011.00,Safety Administrator,,10
19-5011.00,Safety Advisor,,09
19-5011.00,Safety and Occupational Health Specialist,,10
19-5011.00,Safety Consultant,,02
19-5011.00,Safety Inspector,,08
19-5011.00,Safety Instructor,,09
19-5011.00,Safety Investigator,,08
19-5011.00,Safety Officer,,"02,10"
19-5011.00,Safety Person,,04
19-5011.00,Safety Specialist,,"02,10"
19-5011.00,Safety Trainer,,09
19-5011.00,Sanitarian,,"04,06,08"
19-5011.00,Sanitarian Inspector,,"04,06"
19-5011.00,Sanitary Inspector,,"04,06"
19-5011.00,Sanitation Inspector,,"04,06"
19-5011.00,Sanitation Officer,,"04,06"
19-5011.00,Sanitation Specialist,,10
19-5011.00,Site Safety and Health Officer,,10
19-5011.00,Tick Inspector,,"04,06"
19-5011.00,Venereal Disease Investigator,,"04,06"
19-5011.00,Water Inspector,,"04,06"
19-5011.00,Work Environment Safety Inspector,,"04,06"
19-5012.00,Advisory Industrial Hygienist,,02
19-5012.00,Certified Industrial Hygienist (CIH),CIH,02
19-5012.00,Construction Health and Safety Technician (CHST),CHST,04
19-5012.00,Construction Safety Consultant,,02
19-5012.00,Consumer Safety Technician (Consumer Safety Tech),Consumer Safety Tech,10
19-5012.00,"EHS Advisor (Environmental, Health, and Safety Advisor)",EHS Advisor,02
19-5012.00,EHS Coordinator (Environmental Health and Safety Coordinator),EHS Coordinator,10
19-5012.00,Environmental Health Technologist,,04
19-5012.00,Ergonomics Technician (Ergonomics Tech),Ergonomics Tech,04
19-5012.00,Field Safety Coordinator,,10
19-5012.00,Food Safety Coordinator,,10
19-5012.00,Health and Safety Coordinator,,09
19-5012.00,Health and Safety Technician (Health and Safety Tech),Health and Safety Tech,02
19-5012.00,Industrial Hygiene Consultant,,02
19-5012.00,Industrial Hygienist,,02
19-5012.00,Life Safety Technician (Life Safety Tech),Life Safety Tech,10
19-5012.00,Occupational Health and Safety Technician (Occupational Health and Safety Tech),Occupational Health and Safety Tech,04
19-5012.00,Occupational Health and Safety Technologist (OHST),OHST,04
19-5012.00,Patient Safety Coordinator,,10
19-5012.00,Radiation Monitor,,08
19-5012.00,Safety and Environmental Coordinator,,10
19-5012.00,Safety and Quality Coordinator,,10
19-5012.00,Safety and Training Coordinator,,10
19-5012.00,Safety Compliance Coordinator,,10
19-5012.00,Safety Coordinator,,"08,10"
19-5012.00,Safety Equipment Testing Specialist,,08
19-5012.00,Safety Instructor,,09
19-5012.00,Safety Specialist,,02
19-5012.00,Safety Technician (Safety Tech),Safety Tech,"02,10"
19-5012.00,Safety Trainer,,"02,09"
19-5012.00,Site Safety Coordinator,,10
19-5012.00,Workplace Coordinator,,10
21-1011.00,Addiction Counselor,,"02,04,06,10"
21-1011.00,Addiction Therapist,,"02,04"
21-1011.00,Addictions Counselor,,"02,09"
21-1011.00,Alcohol and Drug Counselor,,"02,04"
21-1011.00,Alcoholic Counselor,,"04,06"
21-1011.00,Assessment Specialist,,02
21-1011.00,Behavior Technician (Behavior Tech),Behavior Tech,10
21-1011.00,Behavior Therapist,,09
21-1011.00,Behavioral Analyst,,09
21-1011.00,Behavioral Clinician,,10
21-1011.00,Behavioral Specialist,,09
21-1011.00,Behavioral Technician,,10
21-1011.00,Behavioral Therapist,,09
21-1011.00,Case Manager,,02
21-1011.00,Certified Abuse and Drug Addiction Counselor,,"04,06"
21-1011.00,Certified Alcohol and Drug Counselor (ADAC),ADAC,"02,04,06"
21-1011.00,Certified Alcohol Counselor,,"04,06"
21-1011.00,Certified Alcohol Drug Counselor (CADC),CADC,02
21-1011.00,Certified Drug and Alcohol Counselor (ADAC),ADAC,"03,08"
21-1011.00,Certified Drug Counselor,,"04,06"
21-1011.00,Certified Substance Abuse Counselor,,"02,04,06"
21-1011.00,Chemical Dependency Counselor (CD Counselor),CD Counselor,"02,04,06,09,10"
21-1011.00,Chemical Dependency Professional,,02
21-1011.00,Chemical Dependency Technician,,10
21-1011.00,Clinical Counselor,,02
21-1011.00,Clinician,,02
21-1011.00,Correctional Substance Abuse Counselor,,02
21-1011.00,Counselor,,02
21-1011.00,Direct Care Counselor,,09
21-1011.00,Drug Abuse Counselor,,"04,06"
21-1011.00,Drug Abuse Technician,,"04,06"
21-1011.00,Drug and Alcohol Therapist,,10
21-1011.00,Drug and Alcohol Treatment Specialist (DATS),DATS,02
21-1011.00,Drug Counselor,,"02,04,06"
21-1011.00,Drug or Alcohol Abuse Human Relations Counselor,,"04,06"
21-1011.00,Group Counselor,,09
21-1011.00,Group Home Counselor,,09
21-1011.00,Licensed Alcohol and Drug Counselor (LADC),LADC,02
21-1011.00,Licensed Clinician,,10
21-1011.00,Licensed Professional Counselor (LPC),LPC,"02,09"
21-1011.00,Outpatient Counselor,,02
21-1011.00,Prevention Specialist,,02
21-1011.00,Quitline Counselor,,02
21-1011.00,Residential Substance Abuse Counselor,,02
21-1011.00,Residential Therapist,,10
21-1011.00,Student Assistance Counselor (SAC),SAC,02
21-1011.00,Substance Abuse Counselor (SA Counselor),SA Counselor,"02,04,10"
21-1011.00,Substance Abuse Prevention Coordinator,,10
21-1011.00,Substance Abuse Technician,,02
21-1011.00,Substance Abuse Therapist,,10
21-1011.00,Substance Use Disorder Counselor,,10
21-1011.00,Treatment Coordinator,,09
21-1011.00,Treatment Counselor,,"02,10"
21-1012.00,Academic Advisor,,"02,09,10"
21-1012.00,Academic Counselor,,02
21-1012.00,Admissions Counselor,,"02,04,06"
21-1012.00,Adult School Counselor,,02
21-1012.00,Advisor,,"02,04,09"
21-1012.00,Articulation Officer,,02
21-1012.00,Assessment Specialist,,10
21-1012.00,Career Advisor,,"02,08"
21-1012.00,Career Coach,,"02,08"
21-1012.00,Career Consultant,,"02,08"
21-1012.00,Career Coordinator,,"04,06"
21-1012.00,Career Counselor,,"02,04,10"
21-1012.00,Career Developer,,08
21-1012.00,Career Development Consultant,,08
21-1012.00,Career Development Counselor,,09
21-1012.00,Career Development Facilitator,,08
21-1012.00,Career Development Specialist,,09
21-1012.00,Career Guidance Counselor,,09
21-1012.00,Career Services Coordinator,,02
21-1012.00,Career Technical Counselor,,"02,04"
21-1012.00,Career Transition Specialist,,09
21-1012.00,Child Guidance Counselor,,"04,06"
21-1012.00,College Counselor,,02
21-1012.00,Counselor,,02
21-1012.00,Curriculum Counselor,,"04,06"
21-1012.00,Disability Services Coordinator,,02
21-1012.00,Education Coordinator,,10
21-1012.00,Education Counselor,,"04,06"
21-1012.00,Educational Advisor,,"02,04,06"
21-1012.00,Educational Consultant,,10
21-1012.00,Educational Guidance Counselor,,03
21-1012.00,Elementary School Counselor,,"02,09"
21-1012.00,Employment Coach,,09
21-1012.00,Employment Coordinator,,09
21-1012.00,Employment Counselor,,09
21-1012.00,Employment Specialist,,10
21-1012.00,Employment Trainer,,09
21-1012.00,Employment Training Specialist,,08
21-1012.00,Enrollment Counselor,,09
21-1012.00,Enrollment Specialist,,02
21-1012.00,Extension Course Counselor,,"04,06"
21-1012.00,Financial Services Specialist,,10
21-1012.00,Foreign Student Advisor,,08
21-1012.00,Guidance Advisor,,"04,06"
21-1012.00,Guidance Counselor,,"02,04,06,10"
21-1012.00,High School Counselor,,"02,08"
21-1012.00,High School Guidance Counselor,,"02,08"
21-1012.00,International Student Counselor,,"02,04"
21-1012.00,Internship Coordinator,,02
21-1012.00,Job Coach,,"02,04,06"
21-1012.00,Life Skills Coach,,09
21-1012.00,Offender Employment Specialist (OES),OES,01
21-1012.00,Offender Job Retention Specialist,,01
21-1012.00,Offender Workforce Development Specialist (OWDS),OWDS,01
21-1012.00,Outplacement Consultant,,09
21-1012.00,Placement Coordinator,,09
21-1012.00,Pupil Personnel Worker,,"04,06"
21-1012.00,Residence Counselor,,08
21-1012.00,Resume Writer,,09
21-1012.00,Scheduling Specialist,,10
21-1012.00,School Adjustment Counselor,,"02,04"
21-1012.00,School Counselor,,"02,04,06,10"
21-1012.00,School Guidance Counselor,,"02,04,06"
21-1012.00,Student Advisor,,"02,04,06,10"
21-1012.00,Student Counselor,,09
21-1012.00,Student Development Advisor,,"02,04"
21-1012.00,Student Services Coordinator,,02
21-1012.00,Student Services Counselor,,"02,04"
21-1012.00,Student Success Counselor,,"02,04"
21-1012.00,Student Support Counselor,,02
21-1012.00,Study Abroad Advisor,,"04,09"
21-1012.00,Transition Advisor,,02
21-1012.00,Transition Specialist,,09
21-1012.00,Vocational Adviser,,"04,06"
21-1012.00,Vocational Counselor,,"02,04,06"
21-1012.00,Vocational Evaluator,,"04,06"
21-1012.00,Vocational Examiner,,"04,06"
21-1012.00,Vocational Rehabilitation Counselor (Vocational Rehab Counselor),Vocational Rehab Counselor,"02,04,06,10"
21-1013.00,ABA Behavior Therapist (Applied Behavior Analysis Behavior Therapist),ABA Behavior Therapist,10
21-1013.00,Behavior Intervention Specialist,,10
21-1013.00,Behavior Specialist,,10
21-1013.00,Behavior Support Specialist,,10
21-1013.00,Behavior Technician (Behavior Tech),Behavior Tech,10
21-1013.00,Behavior Therapist,,"09,10"
21-1013.00,Behavioral Analyst,,09
21-1013.00,Behavioral Health Clinician,,10
21-1013.00,Behavioral Specialist,,09
21-1013.00,Behavioral Therapist,,"09,10"
21-1013.00,Bilingual Clinician,,10
21-1013.00,Child and Family Counselor,,"04,09"
21-1013.00,Child and Family Therapist,,10
21-1013.00,Clinical Therapist,,"02,10"
21-1013.00,Counselor,,02
21-1013.00,Couples Therapist,,04
21-1013.00,Couples' Therapist,,04
21-1013.00,Family Counselor,,"04,06,10"
21-1013.00,Family Service Counselor,,10
21-1013.00,Family Services Counselor,,10
21-1013.00,Family Therapist,,"02,04,06,10"
21-1013.00,Group Counselor,,09
21-1013.00,Human Relations Counselor,,02
21-1013.00,Licensed Clinical Therapist,,10
21-1013.00,Licensed Marriage and Family Therapist (LMFT),LMFT,"02,10"
21-1013.00,Licensed Professional Counselor (LPC),LPC,"02,09"
21-1013.00,Licensed Therapist,,10
21-1013.00,Marriage and Family Counselor,,"02,08"
21-1013.00,Marriage and Family Therapist (MFT),MFT,02
21-1013.00,Marriage Counselor,,"04,06"
21-1013.00,Marriage Therapist,,"04,06"
21-1013.00,Military and Family Life Counselor,,10
21-1013.00,Outpatient Therapist,,02
21-1013.00,Play Therapist,,02
21-1013.00,Relationship Counselor,,04
21-1014.00,Behavior Analyst,,02
21-1014.00,Behavior Support Specialist (BSS),BSS,02
21-1014.00,Behavioral Health Consultant,,10
21-1014.00,Behavioral Health Counselor,,"02,10"
21-1014.00,Behavioral Health Therapist,,"02,10"
21-1014.00,Bereavement Counselor,,08
21-1014.00,Case Manager,,02
21-1014.00,Clinical Counselor,,10
21-1014.00,Clinical Mental Health Counselor,,"02,04,06"
21-1014.00,Clinician,,02
21-1014.00,Corrections Caseworker,,02
21-1014.00,Counselor,,"02,10"
21-1014.00,Direct Care Counselor,,09
21-1014.00,Domestic Violence Advocate,,09
21-1014.00,EAP Consultant (Employee Assistance Program Consultant),EAP Consultant,10
21-1014.00,Elder Counselor,,09
21-1014.00,Grief Counselor,,09
21-1014.00,Group Counselor,,09
21-1014.00,Group Home Counselor,,09
21-1014.00,Licensed Clinical Mental Health Counselor (LCMHC),,04
21-1014.00,Licensed Clinical Mental Health Counselor (LCMHC),LCMHC,04
21-1014.00,Licensed Counselor,,10
21-1014.00,Licensed Mental Health Counselor (LMHC),,04
21-1014.00,Licensed Mental Health Counselor (LMHC),LMHC,"02,04"
21-1014.00,Licensed Mental Health Therapist,,10
21-1014.00,Licensed Professional Counselor (LPC),LPC,"02,09"
21-1014.00,Mental Health Case Manager,,09
21-1014.00,Mental Health Clinician,,"02,08,10"
21-1014.00,Mental Health Counselor,,"02,04,06,10"
21-1014.00,Mental Health Professional,,"02,10"
21-1014.00,Mental Health Program Specialist,,02
21-1014.00,Mental Health Specialist,,"02,10"
21-1014.00,Mental Health Therapist,,"02,03,10"
21-1014.00,Residential Child Care Counselor,,02
21-1014.00,Treatment Coordinator,,09
21-1015.00,Blind Rehabilitation Specialist,,10
21-1015.00,Care Navigator,,10
21-1015.00,Career Navigator,,10
21-1015.00,Certified Rehabilitation Counselor,,"02,04"
21-1015.00,Classification Counselor,,02
21-1015.00,Client Navigator,,10
21-1015.00,Client Trainer,,10
21-1015.00,Developmental Disabilities Specialist,,10
21-1015.00,Direct Care Counselor,,09
21-1015.00,Direct Care Specialist,,10
21-1015.00,Disability Counselor,,09
21-1015.00,Disability Program Navigator,,09
21-1015.00,Disability Service Coordinator,,10
21-1015.00,Eligibility Referral Specialist,,10
21-1015.00,Employment Advisor,,02
21-1015.00,Employment Case Manager,,09
21-1015.00,Employment Instructional Associate (EIA),EIA,02
21-1015.00,Employment Navigator,,10
21-1015.00,Employment Services Case Manager,,02
21-1015.00,Employment Specialist,,02
21-1015.00,Employment Trainer,,09
21-1015.00,Group Counselor,,09
21-1015.00,Group Home Counselor,,09
21-1015.00,Homemaking Rehabilitation Consultant,,"04,06"
21-1015.00,Housing Navigator,,10
21-1015.00,Human Services Care Specialist,,02
21-1015.00,Job Coach,,02
21-1015.00,Job Developer,,"02,03"
21-1015.00,Licensed Professional Counselor (LPC),LPC,09
21-1015.00,On-Site Services Specialist,,10
21-1015.00,Options Advisor,,02
21-1015.00,Placement Coordinator,,09
21-1015.00,Psychosocial Rehabilitation Counselor,,"04,06"
21-1015.00,Psychosocial Rehabilitation Specialist,,10
21-1015.00,Qualified Developmental Disability Professional (QDDP),QDDP,10
21-1015.00,Rehabilitation Counselor,,"02,04"
21-1015.00,Rehabilitation Engineer,,09
21-1015.00,Rehabilitation Liaison (Rehab Liaison),Rehab Liaison,10
21-1015.00,Rehabilitation Services Specialist,,10
21-1015.00,Rehabilitation Specialist,,"02,10"
21-1015.00,Rehabilitation Technician,,04
21-1015.00,Residence Counselor,,"04,06"
21-1015.00,Resource Navigator,,"02,10"
21-1015.00,Success Partner,,10
21-1015.00,Transition Specialist,,09
21-1015.00,Veterans Rehabilitation Counselor,,04
21-1015.00,Veterans' Rehabilitation Counselor,,"04,06"
21-1015.00,Vocational Case Manager,,02
21-1015.00,Vocational Counselor,,02
21-1015.00,Vocational Placement Specialist,,02
21-1015.00,Vocational Rehabilitation Case Manager,,10
21-1015.00,Vocational Rehabilitation Consultant,,08
21-1015.00,Vocational Rehabilitation Counselor (VRC),VRC,"02,04,08"
21-1015.00,Vocational Rehabilitation Job Coach,,04
21-1015.00,Vocational Rehabilitation Specialist,,09
21-1015.00,Vocational Rehabilitation Supervisor,,10
21-1015.00,Vocational Rehabilitation Technician,,10
21-1015.00,Vocational Services Specialist,,02
21-1015.00,Work Counselor,,02
21-1019.00,Adoption Counselor,,09
21-1019.00,AIDS Counselor,,"04,06"
21-1019.00,Anger Control Counselor,,04
21-1019.00,Behavior Specialist,,08
21-1019.00,Business Representative,,04
21-1019.00,Career Development Specialist,,09
21-1019.00,Career Manager,,09
21-1019.00,Career Specialist,,09
21-1019.00,Case Consultant,,04
21-1019.00,Case Investigator,,04
21-1019.00,Case Manager,,04
21-1019.00,Case Reviewer,,04
